label,capture_id,source_run_id,node_id,sample_index,timestamp_iso,dataset_split,dbfs,f_peak_acoustic_hz,low_rumble_ratio,band_bass_ratio,band_low_mid_ratio,band_mid_ratio,band_presence_ratio,band_high_ratio,band_bass_peak_hz,band_low_mid_peak_hz,band_mid_peak_hz,band_presence_peak_hz,band_high_peak_hz,dominant_band_ratio,dominant_band_peak_hz,fft_low_ratio,fft_mid_ratio,fft_high_ratio,fft_total_energy
speech,capture_20260719203038,capture_20260719203038,node01,38,2026-07-19T20:31:23.141Z,training,-86.57,234.4,0.681919,0.590408,0.184971,0.098851,0.064534,0.061235,46.9,187.5,703.1,4546.9,5250,0.590408,46.9,0.737721,0.161577,0.100702,0.001645224
speech,capture_20260719203038,capture_20260719203038,node03,38,2026-07-19T20:31:23.175Z,training,-86.38,328.1,0.638076,0.617269,0.149196,0.141572,0.04501,0.046953,46.9,328.1,796.9,2156.2,5062.5,0.617269,46.9,0.645543,0.283923,0.070534,0.001920439
speech,capture_20260719203038,capture_20260719203038,node04,39,2026-07-19T20:31:24.081Z,training,-86.55,1171.9,0.669085,0.632261,0.057254,0.159138,0.063157,0.08819,46.9,281.2,1171.9,3375,11531.2,0.632261,46.9,0.683024,0.207731,0.109246,0.001346629
speech,capture_20260719203038,capture_20260719203038,node02,39,2026-07-19T20:31:24.150Z,training,-86.92,796.9,0.482688,0.42167,0.196443,0.228809,0.073394,0.079685,93.8,187.5,796.9,2156.2,5625,0.42167,93.8,0.48562,0.395619,0.118762,0.001417047
speech,capture_20260719203038,capture_20260719203038,node03,39,2026-07-19T20:31:24.155Z,training,-81.17,1359.4,0.117428,0.066011,0.105702,0.608301,0.14995,0.070036,46.9,187.5,1359.4,3796.9,5156.2,0.608301,1359.4,0.147868,0.656606,0.195526,0.003345568
speech,capture_20260719203038,capture_20260719203038,node01,39,2026-07-19T20:31:24.162Z,training,-86.03,234.4,0.307535,0.16318,0.537526,0.176583,0.059375,0.063336,140.6,234.4,609.4,2250,8578.1,0.537526,234.4,0.529724,0.37979,0.090486,0.001731155
speech,capture_20260719203038,capture_20260719203038,node04,40,2026-07-19T20:31:25.086Z,training,-86.28,328.1,0.322147,0.296574,0.331693,0.167682,0.096041,0.10801,46.9,328.1,984.4,2156.2,5250,0.331693,328.1,0.339811,0.510717,0.149472,0.001059825
speech,capture_20260719203038,capture_20260719203038,node02,40,2026-07-19T20:31:25.126Z,training,-86.78,796.9,0.518321,0.409805,0.157224,0.272616,0.088145,0.072211,46.9,187.5,796.9,3375,5015.6,0.409805,46.9,0.554114,0.319801,0.126085,0.001239967
speech,capture_20260719203038,capture_20260719203038,node03,40,2026-07-19T20:31:25.132Z,training,-86.27,468.8,0.846453,0.802091,0.064451,0.066918,0.035035,0.031504,46.9,187.5,796.9,2484.4,5953.1,0.802091,46.9,0.852503,0.096724,0.050774,0.003187123
speech,capture_20260719203038,capture_20260719203038,node01,40,2026-07-19T20:31:25.183Z,training,-85.61,375,0.61777,0.56211,0.166432,0.111785,0.065916,0.093755,46.9,375,1546.9,3703.1,5156.2,0.56211,46.9,0.66434,0.21643,0.119229,0.001281744
speech,capture_20260719203038,capture_20260719203038,node04,41,2026-07-19T20:31:26.102Z,training,-86.4,515.6,0.447085,0.400583,0.114116,0.287786,0.099571,0.097945,93.8,234.4,515.6,2343.8,6140.6,0.400583,93.8,0.477651,0.366696,0.155653,0.0009326431
speech,capture_20260719203038,capture_20260719203038,node02,41,2026-07-19T20:31:26.121Z,training,-87.27,234.4,0.579457,0.518467,0.293765,0.094704,0.0432,0.049864,46.9,234.4,796.9,4218.8,10359.4,0.518467,46.9,0.687007,0.246812,0.066181,0.00207214
speech,capture_20260719203038,capture_20260719203038,node01,41,2026-07-19T20:31:26.249Z,training,-85.82,234.4,0.344876,0.296015,0.23452,0.199098,0.096097,0.174269,46.9,234.4,515.6,2578.1,9750,0.296015,46.9,0.421619,0.385264,0.193117,0.0007245094
speech,capture_20260719203038,capture_20260719203038,node03,41,2026-07-19T20:31:26.295Z,training,-87.12,375,0.204135,0.190223,0.351443,0.267923,0.098064,0.092346,46.9,375,515.6,3890.6,7171.9,0.351443,375,0.212419,0.637481,0.1501,0.001023934
speech,capture_20260719203038,capture_20260719203038,node02,42,2026-07-19T20:31:27.123Z,training,-87.16,281.2,0.351743,0.287861,0.301819,0.191175,0.111656,0.10749,46.9,281.2,562.5,2109.4,10968.8,0.301819,281.2,0.450298,0.387199,0.162503,0.0008249684
speech,capture_20260719203038,capture_20260719203038,node04,42,2026-07-19T20:31:27.166Z,training,-86.63,281.2,0.59601,0.502008,0.1505,0.16876,0.078106,0.100626,46.9,187.5,1031.2,4453.1,6515.6,0.502008,46.9,0.60541,0.254663,0.139927,0.001186609
speech,capture_20260719203038,capture_20260719203038,node03,42,2026-07-19T20:31:27.279Z,training,-86.7,234.4,0.237919,0.097836,0.357138,0.326929,0.112524,0.105572,46.9,234.4,609.4,2109.4,7453.1,0.357138,234.4,0.386768,0.43689,0.176342,0.0007876991
speech,capture_20260719203038,capture_20260719203038,node01,42,2026-07-19T20:31:27.285Z,training,-86.18,4640.6,0.359385,0.213721,0.225647,0.238478,0.18996,0.132194,140.6,187.5,1312.5,4640.6,5156.2,0.238478,1312.5,0.369584,0.361695,0.268721,0.0007683571
speech,capture_20260719203038,capture_20260719203038,node04,43,2026-07-19T20:31:28.119Z,training,-87.03,375,0.298503,0.26896,0.294301,0.228875,0.107151,0.100714,46.9,375,656.2,3656.2,5625,0.294301,375,0.300989,0.529148,0.169863,0.000984641
speech,capture_20260719203038,capture_20260719203038,node02,43,2026-07-19T20:31:28.126Z,training,-86.99,234.4,0.628092,0.502841,0.241007,0.144911,0.055412,0.055829,46.9,187.5,1125,2625,5859.4,0.502841,46.9,0.682712,0.234137,0.083151,0.00193065
speech,capture_20260719203038,capture_20260719203038,node03,43,2026-07-19T20:31:28.161Z,training,-87.24,468.8,0.563155,0.47285,0.186242,0.204873,0.057739,0.078297,93.8,187.5,703.1,2671.9,7125,0.47285,93.8,0.60686,0.297806,0.095334,0.001298175
speech,capture_20260719203038,capture_20260719203038,node01,43,2026-07-19T20:31:28.176Z,training,-85.84,421.9,0.356047,0.279112,0.232895,0.156973,0.236241,0.094779,46.9,187.5,750,4546.9,5062.5,0.279112,46.9,0.384122,0.318015,0.297863,0.001169423
speech,capture_20260719203038,capture_20260719203038,node04,44,2026-07-19T20:31:29.121Z,training,-86.62,281.2,0.408555,0.390257,0.217001,0.216357,0.092373,0.084012,46.9,281.2,515.6,2343.8,5906.2,0.390257,46.9,0.447524,0.409313,0.143163,0.001156476
speech,capture_20260719203038,capture_20260719203038,node02,44,2026-07-19T20:31:29.128Z,training,-86.79,234.4,0.483021,0.378598,0.294415,0.157114,0.066297,0.103576,46.9,234.4,984.4,2156.2,8062.5,0.378598,46.9,0.627958,0.255782,0.11626,0.001018735
speech,capture_20260719203038,capture_20260719203038,node01,44,2026-07-19T20:31:29.174Z,training,-85.86,281.2,0.329434,0.25986,0.31428,0.252855,0.081855,0.091151,93.8,281.2,562.5,4406.2,6140.6,0.31428,281.2,0.392909,0.471199,0.135893,0.001178292
speech,capture_20260719203038,capture_20260719203038,node03,44,2026-07-19T20:31:29.184Z,training,-86.79,562.5,0.353304,0.191914,0.224973,0.343476,0.082053,0.157584,93.8,187.5,562.5,4968.8,7218.8,0.343476,562.5,0.405906,0.405444,0.18865,0.0007037275
speech,capture_20260719203038,capture_20260719203038,node04,45,2026-07-19T20:31:30.123Z,training,-86.9,234.4,0.391472,0.34327,0.093781,0.241567,0.165632,0.155751,46.9,234.4,796.9,3000,9234.4,0.34327,46.9,0.42551,0.301338,0.273151,0.0008171799
speech,capture_20260719203038,capture_20260719203038,node02,45,2026-07-19T20:31:30.130Z,training,-86.63,515.6,0.098611,0.088411,0.154822,0.453792,0.14074,0.162235,46.9,468.8,515.6,2343.8,5765.6,0.453792,515.6,0.10713,0.644742,0.248128,0.0006556347
speech,capture_20260719203038,capture_20260719203038,node01,45,2026-07-19T20:31:30.238Z,training,-85.94,515.6,0.335255,0.315887,0.088473,0.40887,0.095014,0.091755,93.8,468.8,515.6,4593.8,5625,0.40887,515.6,0.337651,0.510562,0.151788,0.001180348
speech,capture_20260719203038,capture_20260719203038,node03,45,2026-07-19T20:31:30.243Z,training,-87.1,281.2,0.309728,0.274829,0.214128,0.267104,0.110565,0.133374,46.9,281.2,1828.1,2812.5,7312.5,0.274829,46.9,0.33838,0.471588,0.190032,0.0007352275
speech,capture_20260719203038,capture_20260719203038,node04,46,2026-07-19T20:31:31.141Z,training,-86.71,281.2,0.152949,0.075649,0.577268,0.167353,0.093992,0.085738,93.8,281.2,890.6,2531.2,5109.4,0.577268,281.2,0.333269,0.519946,0.146785,0.001479116
speech,capture_20260719203038,capture_20260719203038,node02,46,2026-07-19T20:31:31.150Z,training,-86.35,515.6,0.359846,0.186937,0.282483,0.320196,0.099151,0.111232,46.9,187.5,515.6,2390.6,5015.6,0.320196,515.6,0.42303,0.417886,0.159083,0.0009053999
speech,capture_20260719203038,capture_20260719203038,node03,46,2026-07-19T20:31:31.193Z,training,-87.03,328.1,0.188243,0.150896,0.3747,0.326263,0.078491,0.06965,140.6,328.1,562.5,2765.6,10265.6,0.3747,328.1,0.232526,0.655947,0.111527,0.001173426
speech,capture_20260719203038,capture_20260719203038,node01,46,2026-07-19T20:31:31.206Z,training,-85.76,468.8,0.608958,0.579598,0.068612,0.165864,0.104317,0.081609,46.9,468.8,515.6,4500,5203.1,0.579598,46.9,0.611935,0.239891,0.148174,0.001366265
speech,capture_20260719203038,capture_20260719203038,node04,47,2026-07-19T20:31:32.132Z,training,-86.61,375,0.232464,0.20903,0.17998,0.316499,0.139307,0.155184,93.8,375,1218.8,2296.9,5859.4,0.316499,1218.8,0.289324,0.470894,0.239783,0.0007079017
speech,capture_20260719203038,capture_20260719203038,node02,47,2026-07-19T20:31:32.175Z,training,-87.32,234.4,0.172023,0.155189,0.145344,0.382759,0.186621,0.130087,93.8,234.4,562.5,2062.5,6890.6,0.382759,562.5,0.220363,0.518566,0.261071,0.0006929544
speech,capture_20260719203038,capture_20260719203038,node01,47,2026-07-19T20:31:32.177Z,training,-86.18,1968.8,0.312152,0.264324,0.147573,0.339703,0.130403,0.117996,46.9,187.5,1968.8,4406.2,6093.8,0.339703,1968.8,0.33505,0.449112,0.215839,0.000885254
speech,capture_20260719203038,capture_20260719203038,node03,47,2026-07-19T20:31:32.245Z,training,-87.51,468.8,0.447407,0.418276,0.233753,0.154641,0.081847,0.111484,46.9,468.8,515.6,2343.8,5015.6,0.418276,46.9,0.453237,0.404647,0.142117,0.0009526215
speech,capture_20260719203038,capture_20260719203038,node04,48,2026-07-19T20:31:33.123Z,training,-86.52,421.9,0.618199,0.535139,0.126988,0.168496,0.082674,0.086702,46.9,187.5,609.4,2437.5,5015.6,0.535139,46.9,0.623486,0.24438,0.132134,0.001161745
speech,capture_20260719203038,capture_20260719203038,node03,48,2026-07-19T20:31:33.316Z,training,-86.61,234.4,0.58632,0.447109,0.203427,0.128371,0.095895,0.125199,46.9,187.5,796.9,4265.6,5062.5,0.447109,46.9,0.632698,0.191653,0.175649,0.0009841743
speech,capture_20260719203038,capture_20260719203038,node01,48,2026-07-19T20:31:33.322Z,training,-86.19,1500,0.214934,0.194546,0.068928,0.497978,0.123046,0.115502,46.9,375,1500,4734.4,5531.2,0.497978,1500,0.219815,0.581753,0.198432,0.0009617004
speech,capture_20260719203038,capture_20260719203038,node02,48,2026-07-19T20:31:33.335Z,training,-87.15,234.4,0.61096,0.481476,0.285777,0.120068,0.056748,0.05593,93.8,234.4,1078.1,3000,5015.6,0.481476,93.8,0.750115,0.163295,0.086589,0.001705178
speech,capture_20260719203038,capture_20260719203038,node04,49,2026-07-19T20:31:34.157Z,training,-86.76,281.2,0.144451,0.125638,0.149657,0.300297,0.23364,0.190768,46.9,281.2,656.2,2203.1,6187.5,0.300297,656.2,0.165559,0.474667,0.359774,0.0005830592
speech,capture_20260719203038,capture_20260719203038,node02,49,2026-07-19T20:31:34.163Z,training,-87.05,375,0.478987,0.45542,0.227551,0.161789,0.08706,0.068179,46.9,375,750,2296.9,9375,0.45542,46.9,0.51766,0.36209,0.12025,0.00134974
speech,capture_20260719203038,capture_20260719203038,node01,49,2026-07-19T20:31:34.170Z,training,-85.4,4453.1,0.051779,0.049983,0.024484,0.038977,0.774787,0.111768,46.9,375,562.5,4453.1,5109.4,0.774787,4453.1,0.054802,0.060806,0.884392,0.004418044
speech,capture_20260719203038,capture_20260719203038,node03,49,2026-07-19T20:31:34.179Z,training,-87.27,328.1,0.284209,0.242362,0.233747,0.223204,0.160344,0.140343,46.9,328.1,562.5,3656.2,8578.1,0.242362,46.9,0.328862,0.429032,0.242107,0.0006568802
speech,capture_20260719203038,capture_20260719203038,node04,50,2026-07-19T20:31:35.136Z,training,-86.44,281.2,0.388147,0.322522,0.1961,0.230693,0.124479,0.126206,46.9,281.2,1453.1,3750,5156.2,0.322522,46.9,0.427952,0.373758,0.19829,0.0009182582
speech,capture_20260719203038,capture_20260719203038,node02,50,2026-07-19T20:31:35.170Z,training,-86.77,328.1,0.283984,0.237179,0.148188,0.425127,0.101782,0.087725,46.9,328.1,890.6,2109.4,6421.9,0.425127,890.6,0.297616,0.542786,0.159598,0.001025627
speech,capture_20260719203038,capture_20260719203038,node01,50,2026-07-19T20:31:35.214Z,training,-85.48,375,0.247624,0.227217,0.241124,0.142876,0.264762,0.124021,93.8,375,1078.1,4828.1,5015.6,0.264762,4828.1,0.310136,0.337712,0.352152,0.0009897057
speech,capture_20260719203038,capture_20260719203038,node03,50,2026-07-19T20:31:35.240Z,training,-86.37,234.4,0.388011,0.266138,0.284603,0.182145,0.12454,0.142574,46.9,234.4,609.4,4640.6,6421.9,0.284603,234.4,0.489415,0.304957,0.205627,0.0006130024
speech,capture_20260719203038,capture_20260719203038,node04,51,2026-07-19T20:31:36.155Z,training,-87.03,281.2,0.53399,0.474865,0.194675,0.150899,0.077119,0.102441,46.9,281.2,515.6,3843.8,7500,0.474865,46.9,0.57342,0.293846,0.132734,0.001201141
speech,capture_20260719203038,capture_20260719203038,node02,51,2026-07-19T20:31:36.161Z,training,-87.29,328.1,0.481403,0.364527,0.227229,0.239863,0.069777,0.098604,46.9,187.5,1031.2,2765.6,5578.1,0.364527,46.9,0.512213,0.359771,0.128016,0.001052276
speech,capture_20260719203038,capture_20260719203038,node01,51,2026-07-19T20:31:36.167Z,training,-83.81,4828.1,0.184114,0.129903,0.120857,0.112175,0.372945,0.26412,46.9,187.5,1921.9,4828.1,5109.4,0.372945,4828.1,0.203745,0.167685,0.62857,0.002898706
speech,capture_20260719203038,capture_20260719203038,node03,51,2026-07-19T20:31:36.181Z,training,-87.08,234.4,0.199467,0.144186,0.423163,0.241454,0.070812,0.120385,46.9,234.4,609.4,2437.5,5296.9,0.423163,234.4,0.314496,0.549744,0.13576,0.0008489426
speech,capture_20260719203038,capture_20260719203038,node04,52,2026-07-19T20:31:37.161Z,training,-86.52,703.1,0.791247,0.76589,0.0319,0.116435,0.042238,0.043537,46.9,234.4,703.1,2015.6,5015.6,0.76589,46.9,0.804053,0.132265,0.063683,0.002216046
speech,capture_20260719203038,capture_20260719203038,node02,52,2026-07-19T20:31:37.168Z,training,-87.29,421.9,0.272382,0.192939,0.342992,0.270416,0.103707,0.089947,140.6,421.9,562.5,2812.5,10640.6,0.342992,421.9,0.27253,0.574501,0.152969,0.001037862
speech,capture_20260719203038,capture_20260719203038,node01,52,2026-07-19T20:31:37.175Z,training,-83.84,4546.9,0.12987,0.125382,0.125305,0.138256,0.556998,0.054059,46.9,421.9,656.2,4546.9,6328.1,0.556998,4546.9,0.158335,0.240712,0.600953,0.002363315
speech,capture_20260719203038,capture_20260719203038,node03,52,2026-07-19T20:31:37.186Z,training,-87.06,421.9,0.217565,0.165837,0.227955,0.282385,0.169784,0.154038,46.9,421.9,515.6,2343.8,9515.6,0.282385,515.6,0.226558,0.517149,0.256292,0.0006508137
speech,capture_20260719203038,capture_20260719203038,node04,53,2026-07-19T20:31:38.146Z,training,-86.55,328.1,0.354165,0.269005,0.187377,0.228775,0.158376,0.156467,46.9,187.5,843.8,2062.5,11484.4,0.269005,46.9,0.384874,0.366212,0.248914,0.0006871424
speech,capture_20260719203038,capture_20260719203038,node01,53,2026-07-19T20:31:38.189Z,training,-84.9,1031.2,0.399056,0.359461,0.083722,0.357857,0.115618,0.083342,46.9,468.8,1031.2,4546.9,5296.9,0.359461,46.9,0.412253,0.42335,0.164398,0.001249723
speech,capture_20260719203038,capture_20260719203038,node03,53,2026-07-19T20:31:38.197Z,training,-87.04,328.1,0.349691,0.312201,0.224276,0.245814,0.112128,0.105582,46.9,328.1,750,2156.2,6046.9,0.312201,46.9,0.370566,0.452068,0.177365,0.0008285025
speech,capture_20260719203038,capture_20260719203038,node02,53,2026-07-19T20:31:38.202Z,training,-87.24,515.6,0.3803,0.350361,0.124669,0.273879,0.109291,0.1418,93.8,234.4,515.6,2156.2,5531.2,0.350361,93.8,0.42065,0.383003,0.196348,0.0008481104
speech,capture_20260719203038,capture_20260719203038,node04,54,2026-07-19T20:31:39.165Z,training,-86.69,234.4,0.254822,0.107819,0.429176,0.237018,0.102743,0.123245,93.8,187.5,515.6,3468.8,7406.2,0.429176,187.5,0.361262,0.462794,0.175943,0.0008009517
speech,capture_20260719203038,capture_20260719203038,node02,54,2026-07-19T20:31:39.206Z,training,-86.96,421.9,0.087086,0.057141,0.338118,0.316835,0.127366,0.160539,46.9,421.9,609.4,3187.5,8062.5,0.338118,421.9,0.113039,0.668277,0.218684,0.0007378686
speech,capture_20260719203038,capture_20260719203038,node01,54,2026-07-19T20:31:39.231Z,training,-86.32,234.4,0.30076,0.234856,0.202553,0.283124,0.13153,0.147937,140.6,234.4,843.8,4546.9,11343.8,0.283124,843.8,0.377208,0.413515,0.209277,0.0006492713
speech,capture_20260719203038,capture_20260719203038,node03,54,2026-07-19T20:31:39.238Z,training,-86.83,234.4,0.542377,0.469477,0.348843,0.077329,0.045818,0.058533,46.9,234.4,656.2,2718.8,5156.2,0.469477,46.9,0.644032,0.274742,0.081226,0.0018459
speech,capture_20260719203038,capture_20260719203038,node04,55,2026-07-19T20:31:40.169Z,training,-86.97,281.2,0.400203,0.33545,0.222554,0.231116,0.097169,0.113711,46.9,281.2,656.2,2062.5,5906.2,0.33545,46.9,0.405351,0.428824,0.165825,0.001193974
speech,capture_20260719203038,capture_20260719203038,node02,55,2026-07-19T20:31:40.178Z,training,-87.18,796.9,0.480717,0.436009,0.066748,0.267471,0.113604,0.116169,46.9,234.4,796.9,2250,5156.2,0.436009,46.9,0.498862,0.320286,0.180852,0.0008194969
speech,capture_20260719203038,capture_20260719203038,node01,55,2026-07-19T20:31:40.256Z,training,-86.04,281.2,0.29208,0.24021,0.385817,0.184836,0.097236,0.0919,46.9,281.2,1968.8,2015.6,5015.6,0.385817,281.2,0.346242,0.497459,0.156299,0.001267109
speech,capture_20260719203038,capture_20260719203038,node03,55,2026-07-19T20:31:40.262Z,training,-86.93,328.1,0.35229,0.192202,0.514005,0.104709,0.086637,0.102447,46.9,328.1,515.6,2671.9,7640.6,0.514005,328.1,0.399763,0.457575,0.142662,0.001252142
speech,capture_20260719203038,capture_20260719203038,node02,56,2026-07-19T20:31:41.171Z,training,-86.87,234.4,0.630014,0.543992,0.129233,0.164653,0.084789,0.077332,46.9,187.5,703.1,2015.6,8484.4,0.543992,46.9,0.660916,0.21324,0.125845,0.001131923
speech,capture_20260719203038,capture_20260719203038,node04,56,2026-07-19T20:31:41.176Z,training,-86.96,234.4,0.274972,0.251058,0.225257,0.2691,0.130122,0.124463,46.9,234.4,562.5,2625,5296.9,0.2691,562.5,0.37528,0.414499,0.210221,0.0007312613
speech,capture_20260719203038,capture_20260719203038,node03,56,2026-07-19T20:31:41.322Z,training,-87.16,234.4,0.36089,0.238673,0.263886,0.177231,0.157945,0.162265,140.6,187.5,984.4,3375,5390.6,0.263886,187.5,0.41579,0.322833,0.261377,0.000662845
speech,capture_20260719203038,capture_20260719203038,node01,56,2026-07-19T20:31:41.329Z,training,-86.26,703.1,0.633504,0.602639,0.077856,0.157488,0.085213,0.076804,46.9,328.1,703.1,2531.2,8156.2,0.602639,46.9,0.639949,0.233377,0.126674,0.001160596
speech,capture_20260719203038,capture_20260719203038,node02,57,2026-07-19T20:31:42.190Z,training,-86.74,562.5,0.196406,0.165813,0.133682,0.460092,0.129409,0.111004,46.9,328.1,562.5,2718.8,5250,0.460092,562.5,0.209532,0.592157,0.198311,0.000853722
speech,capture_20260719203038,capture_20260719203038,node01,57,2026-07-19T20:31:42.235Z,training,-86.11,562.5,0.443118,0.403552,0.107892,0.310608,0.086615,0.091333,93.8,468.8,562.5,2343.8,5156.2,0.403552,93.8,0.449016,0.412492,0.138492,0.001231077
speech,capture_20260719203038,capture_20260719203038,node04,57,2026-07-19T20:31:42.237Z,training,-86.41,468.8,0.172884,0.079063,0.253065,0.347724,0.176781,0.143367,140.6,468.8,515.6,3796.9,8578.1,0.347724,515.6,0.212156,0.535344,0.2525,0.0006988765
speech,capture_20260719203038,capture_20260719203038,node03,57,2026-07-19T20:31:42.299Z,training,-87.18,234.4,0.66865,0.558167,0.214095,0.109781,0.060644,0.057313,46.9,187.5,796.9,2671.9,6328.1,0.558167,46.9,0.717776,0.189581,0.092643,0.001948228
speech,capture_20260719203038,capture_20260719203038,node04,58,2026-07-19T20:31:43.165Z,training,-86.87,234.4,0.638224,0.596641,0.111171,0.150941,0.073722,0.067526,46.9,234.4,937.5,2390.6,6093.8,0.596641,46.9,0.682707,0.201289,0.116005,0.001448882
speech,capture_20260719203038,capture_20260719203038,node02,58,2026-07-19T20:31:43.191Z,training,-86.89,656.2,0.653358,0.628357,0.045242,0.174215,0.082503,0.069683,46.9,281.2,656.2,3890.6,5765.6,0.628357,46.9,0.660069,0.217809,0.122122,0.001500281
speech,capture_20260719203038,capture_20260719203038,node01,58,2026-07-19T20:31:43.236Z,training,-86.47,234.4,0.562035,0.468725,0.236004,0.140346,0.066691,0.088236,93.8,234.4,515.6,3046.9,10312.5,0.468725,93.8,0.657919,0.235846,0.106236,0.00119701
speech,capture_20260719203038,capture_20260719203038,node03,58,2026-07-19T20:31:43.281Z,training,-87.14,234.4,0.444598,0.380592,0.231665,0.216845,0.087711,0.083186,46.9,234.4,890.6,2531.2,6140.6,0.380592,46.9,0.530774,0.332738,0.136488,0.001116842
speech,capture_20260719203038,capture_20260719203038,node04,59,2026-07-19T20:31:44.187Z,training,-86.65,234.4,0.153382,0.069642,0.330689,0.328053,0.136993,0.134622,140.6,234.4,750,2625,7359.4,0.330689,234.4,0.274394,0.507419,0.218187,0.0008512678
speech,capture_20260719203038,capture_20260719203038,node02,59,2026-07-19T20:31:44.192Z,training,-87.3,656.2,0.50464,0.470013,0.178814,0.206868,0.057438,0.086866,93.8,421.9,656.2,2343.8,10828.1,0.470013,93.8,0.512833,0.39131,0.095858,0.001129132
speech,capture_20260719203038,capture_20260719203038,node01,59,2026-07-19T20:31:44.237Z,training,-85.86,281.2,0.225358,0.212311,0.318042,0.244091,0.171044,0.054512,140.6,281.2,515.6,4453.1,6796.9,0.318042,281.2,0.275351,0.519172,0.205477,0.002326563
speech,capture_20260719203038,capture_20260719203038,node03,59,2026-07-19T20:31:44.335Z,training,-87.08,234.4,0.236824,0.213386,0.361914,0.273598,0.069184,0.081918,46.9,234.4,515.6,2203.1,5250,0.361914,234.4,0.333677,0.550815,0.115508,0.001086403
speech,capture_20260719203038,capture_20260719203038,node04,60,2026-07-19T20:31:45.180Z,training,-86.75,468.8,0.196357,0.18035,0.192974,0.40687,0.13452,0.085286,46.9,468.8,796.9,2671.9,8203.1,0.40687,796.9,0.211824,0.606352,0.181823,0.0008767515
speech,capture_20260719203038,capture_20260719203038,node02,60,2026-07-19T20:31:45.187Z,training,-86.73,375,0.671579,0.623828,0.125334,0.132592,0.052358,0.065888,93.8,375,656.2,2109.4,9234.4,0.623828,93.8,0.689125,0.22549,0.085385,0.001546187
speech,capture_20260719203038,capture_20260719203038,node01,60,2026-07-19T20:31:45.223Z,training,-85.44,281.2,0.530681,0.395929,0.210683,0.154963,0.118885,0.11954,46.9,187.5,515.6,2203.1,5484.4,0.395929,46.9,0.533585,0.273682,0.192733,0.0009710031
speech,capture_20260719203038,capture_20260719203038,node03,60,2026-07-19T20:31:45.277Z,training,-87.24,703.1,0.15821,0.120147,0.162814,0.470768,0.125233,0.121038,93.8,328.1,703.1,2250,11203.1,0.470768,703.1,0.164666,0.642307,0.193027,0.0008139088
speech,capture_20260719203038,capture_20260719203038,node04,61,2026-07-19T20:31:46.210Z,training,-86.91,234.4,0.684701,0.64936,0.073401,0.146147,0.064527,0.066565,93.8,234.4,515.6,2296.9,10218.8,0.64936,93.8,0.710117,0.198028,0.091855,0.00172777
speech,capture_20260719203038,capture_20260719203038,node02,61,2026-07-19T20:31:46.217Z,training,-86.93,515.6,0.5841,0.553785,0.040167,0.215705,0.104213,0.086129,46.9,234.4,515.6,2156.2,5718.8,0.553785,46.9,0.597531,0.254968,0.147501,0.001067459
speech,capture_20260719203038,capture_20260719203038,node01,61,2026-07-19T20:31:46.224Z,training,-85.5,468.8,0.457348,0.445528,0.290812,0.137494,0.078565,0.047602,46.9,468.8,1921.9,4359.4,6375,0.445528,46.9,0.472876,0.42193,0.105194,0.001974053
speech,capture_20260719203038,capture_20260719203038,node03,61,2026-07-19T20:31:46.287Z,training,-86.99,234.4,0.386533,0.348163,0.20702,0.185161,0.128732,0.130925,46.9,234.4,1031.2,2437.5,6562.5,0.348163,46.9,0.466305,0.321986,0.211709,0.0007420159
speech,capture_20260719203038,capture_20260719203038,node04,62,2026-07-19T20:31:47.211Z,training,-86.74,234.4,0.734783,0.640907,0.176018,0.079035,0.054132,0.049907,46.9,187.5,1031.2,2625,5156.2,0.640907,46.9,0.806695,0.107686,0.085619,0.001971787
speech,capture_20260719203038,capture_20260719203038,node01,62,2026-07-19T20:31:47.255Z,training,-86.04,328.1,0.244511,0.222369,0.282946,0.193442,0.199004,0.102239,46.9,328.1,703.1,4734.4,5250,0.282946,328.1,0.278963,0.449914,0.271122,0.001438426
speech,capture_20260719203038,capture_20260719203038,node02,62,2026-07-19T20:31:47.257Z,training,-86.85,750,0.41984,0.336403,0.104376,0.248046,0.145246,0.165929,93.8,187.5,750,2156.2,9937.5,0.336403,93.8,0.423749,0.329966,0.246285,0.0005955861
speech,capture_20260719203038,capture_20260719203038,node03,62,2026-07-19T20:31:47.318Z,training,-87.12,328.1,0.238296,0.165343,0.222927,0.271149,0.153017,0.187564,46.9,328.1,562.5,3750,5156.2,0.271149,562.5,0.249798,0.47812,0.272082,0.0006355616
speech,capture_20260719203038,capture_20260719203038,node02,63,2026-07-19T20:31:48.185Z,training,-86.95,281.2,0.306824,0.270441,0.225437,0.241795,0.140942,0.121385,46.9,281.2,890.6,2156.2,10687.5,0.270441,46.9,0.344963,0.451053,0.203983,0.0008943363
speech,capture_20260719203038,capture_20260719203038,node01,63,2026-07-19T20:31:48.224Z,training,-85.34,375,0.451436,0.387718,0.244785,0.178001,0.094885,0.094611,46.9,375,750,2156.2,5015.6,0.387718,46.9,0.47009,0.387866,0.142044,0.001025574
speech,capture_20260719203038,capture_20260719203038,node04,63,2026-07-19T20:31:48.233Z,training,-86.74,234.4,0.52144,0.436966,0.204352,0.189094,0.080156,0.089432,46.9,234.4,609.4,4078.1,5578.1,0.436966,46.9,0.593048,0.279063,0.12789,0.001018993
