label,capture_id,sample_index,dataset_split,dbfs_mean,dbfs_std,dbfs_range,f_peak_acoustic_hz_mean,f_peak_acoustic_hz_std,f_peak_acoustic_hz_range,low_rumble_ratio_mean,low_rumble_ratio_std,low_rumble_ratio_range,band_bass_ratio_mean,band_bass_ratio_std,band_bass_ratio_range,band_low_mid_ratio_mean,band_low_mid_ratio_std,band_low_mid_ratio_range,band_mid_ratio_mean,band_mid_ratio_std,band_mid_ratio_range,band_presence_ratio_mean,band_presence_ratio_std,band_presence_ratio_range,band_high_ratio_mean,band_high_ratio_std,band_high_ratio_range,band_bass_peak_hz_mean,band_bass_peak_hz_std,band_bass_peak_hz_range,band_low_mid_peak_hz_mean,band_low_mid_peak_hz_std,band_low_mid_peak_hz_range,band_mid_peak_hz_mean,band_mid_peak_hz_std,band_mid_peak_hz_range,band_presence_peak_hz_mean,band_presence_peak_hz_std,band_presence_peak_hz_range,band_high_peak_hz_mean,band_high_peak_hz_std,band_high_peak_hz_range,dominant_band_ratio_mean,dominant_band_ratio_std,dominant_band_ratio_range,dominant_band_peak_hz_mean,dominant_band_peak_hz_std,dominant_band_peak_hz_range,fft_low_ratio_mean,fft_low_ratio_std,fft_low_ratio_range,fft_mid_ratio_mean,fft_mid_ratio_std,fft_mid_ratio_range,fft_high_ratio_mean,fft_high_ratio_std,fft_high_ratio_range,fft_total_energy_mean,fft_total_energy_std,fft_total_energy_range
mid,capture_20260719204931,22,training,-85.005,3.379397136,7.95,386.75,95.93355774,234.4,0.3375215,0.2302912775,0.595245,0.30121575,0.2335829247,0.600102,0.248803,0.1301066392,0.3545,0.276485,0.1107377002,0.310582,0.0851605,0.05275462717,0.135783,0.0883355,0.05075430804,0.122338,46.9,0,0,386.75,95.93355774,234.4,855.475,378.4589501,937.5,3187.475,998.2254765,2203.1,6667.975,887.7443139,2156.2,0.46522925,0.1474711286,0.406677,433.6,259.6608461,703.1,0.371195,0.2152756298,0.510068,0.493958,0.2013058269,0.544853,0.1348465,0.08391777836,0.214394,0.001752025225,0.001079266886,0.002702014
mid,capture_20260719204931,23,training,-85.7575,2.112431952,4.97,656.225,232.0370916,656.3,0.29976975,0.1747658393,0.493652,0.242411,0.1706751966,0.46318,0.20808475,0.09200276972,0.229548,0.37529025,0.1534581671,0.398615,0.081647,0.05250627623,0.145177,0.09256675,0.05232014784,0.14644,58.625,20.30829572,46.9,328.125,99.45457192,281.3,773.425,134.6708279,328.2,2519.525,520.2575294,1265.6,6773.45,842.7481904,2109.3,0.442728,0.1359472236,0.326473,621.1,351.3652587,937.5,0.3135425,0.1781291995,0.50128,0.5494875,0.232555359,0.62422,0.13697025,0.08619464302,0.241116,0.0023191109,0.002394084698,0.0059212064
mid,capture_20260719204931,24,training,-85.525,2.122198153,4.94,410.15,153.245889,328.1,0.36562125,0.2051226681,0.561641,0.3027335,0.1895245284,0.512765,0.33161675,0.2377560794,0.607963,0.20787425,0.06330350074,0.163552,0.07841675,0.05034649696,0.1407,0.079359,0.0405737965,0.114358,58.625,20.30829572,46.9,222.65,38.8497426,93.7,679.7,121.8016626,281.3,2882.825,511.889023,1359.4,7511.725,769.0799125,1875,0.4936945,0.1733401793,0.424898,234.375,212.221787,515.6,0.462643,0.1575448499,0.385606,0.4179145,0.1635311623,0.444805,0.11944275,0.0714778008,0.201447,0.002421557975,0.002117741747,0.0052071091
mid,capture_20260719204931,25,training,-85.815,1.714504302,4.21,316.425,83.68423911,187.5,0.36804725,0.1621383392,0.423037,0.31392275,0.1334186435,0.32921,0.30868925,0.1919646909,0.495904,0.2067215,0.0465409542,0.09556,0.08589325,0.02726421453,0.076582,0.084773,0.01838532964,0.049514,70.325,40.57329017,93.7,304.7,96.63832056,234.4,832.025,210.6433761,515.7,3011.7,536.8936673,1500,7781.275,1407.435958,3281.3,0.4464725,0.12255559,0.343322,164.075,153.6918732,375,0.40432525,0.1680573347,0.438697,0.46300325,0.1907019954,0.500822,0.132671,0.03570276433,0.099839,0.001122605375,0.0002663490718,0.0007170815
mid,capture_20260719204931,26,training,-86.03,1.377189166,3.31,363.275,125.6713447,328.1,0.440379,0.1112935783,0.300335,0.35427625,0.1105389099,0.26362,0.232966,0.1257034485,0.281111,0.21915675,0.03831501417,0.102943,0.0922065,0.02343000171,0.056007,0.1013945,0.01453088892,0.037212,58.625,20.30829572,46.9,257.8,77.72962756,187.5,667.975,185.6737242,468.8,2519.525,365.1831279,1031.3,7183.6,1584.228336,4453.2,0.40984625,0.05700717913,0.147618,164.075,134.6273073,328.1,0.498532,0.1004019606,0.251234,0.35670775,0.1255996619,0.329853,0.14476,0.02995601982,0.078619,0.001154046475,0.0002215419427,0.0006052421
mid,capture_20260719204931,27,training,-86.07,0.8090426441,2,351.575,70.30833432,187.5,0.34022625,0.1731343387,0.464471,0.26426625,0.1632132398,0.440302,0.366956,0.228553239,0.592164,0.1877055,0.03533679626,0.092884,0.09357825,0.03469356714,0.094163,0.087494,0.02978717898,0.075541,58.625,20.30829572,46.9,339.85,90.01912297,234.4,843.75,421.8944447,1031.3,2472.65,218.3306838,562.6,7593.75,2355.196673,5765.6,0.48058275,0.160346976,0.41101,175.8,153.2420634,375,0.37905675,0.1892208047,0.489323,0.4779735,0.2347019871,0.577023,0.14297,0.05221997225,0.139343,0.001256021825,0.0005592426078,0.0013149614
mid,capture_20260719204931,28,training,-86.195,0.8322409507,2.04,363.275,20.30829572,46.9,0.5558065,0.09858264234,0.255791,0.4991435,0.08546534628,0.224329,0.208021,0.1186851359,0.296639,0.1508985,0.02954281224,0.082753,0.06154,0.01384724023,0.034758,0.08039725,0.0222377253,0.061193,58.625,20.30829572,46.9,328.125,81.1898816,187.5,914.05,403.9181879,984.4,2261.725,176.5553791,375,7031.25,1211.963074,3328.1,0.51253875,0.06314801312,0.170748,140.65,136.6500732,328.1,0.5614135,0.1006938465,0.265286,0.33194075,0.1214871451,0.319291,0.1066455,0.02140074497,0.054006,0.00148837825,0.0003802249903,0.000962166
mid,capture_20260719204931,29,training,-85.1575,2.590611656,6.59,445.3,134.6316642,375,0.280382,0.1161710623,0.273445,0.24230475,0.1013733119,0.263222,0.334546,0.2124257481,0.517894,0.2634165,0.06037688148,0.146969,0.0672655,0.02663747887,0.062738,0.09246775,0.04581568043,0.118688,58.625,20.30829572,46.9,328.125,99.45457192,234.4,656.225,87.70177806,234.4,2519.525,368.1538155,937.5,6609.375,1050.231002,2906.2,0.4159845,0.1631993739,0.399826,292.975,259.6439232,609.3,0.3092225,0.1160310152,0.294783,0.56843325,0.1692568283,0.431827,0.12234425,0.05461352335,0.137044,0.0019655975,0.001795823876,0.0043126434
mid,capture_20260719204931,30,training,-84.8325,3.394255257,8.09,433.6,215.7728783,562.5,0.24417625,0.1767137978,0.495239,0.18542025,0.1249041961,0.350184,0.27954225,0.05444572347,0.140435,0.34170875,0.2403832708,0.592184,0.09838225,0.05273610746,0.12874,0.0949465,0.05332039935,0.134531,70.325,40.57329017,93.7,316.4,76.84403035,187.5,761.725,153.2554465,421.9,3000,1101.313137,2812.5,6117.175,582.1829711,1359.4,0.4364255,0.1855057043,0.478816,492.2,320.5093914,750,0.26141425,0.1922427585,0.538153,0.5775275,0.2519862099,0.692467,0.161058,0.08883034498,0.221666,0.00387166875,0.005327268621,0.012427271
mid,capture_20260719204931,31,training,-85.0025,3.184072667,7.79,421.875,196.0892064,515.6,0.3052245,0.1774683709,0.500451,0.2536695,0.1712371878,0.480254,0.312488,0.1898815315,0.516143,0.26006325,0.04062285721,0.11439,0.08838075,0.05030032589,0.136724,0.085399,0.04457626416,0.122225,46.9,0,0,316.4,51.06794494,140.6,667.975,83.68423911,187.5,2320.3,230.8440274,609.4,7441.375,1959.054231,5015.6,0.41896775,0.1536764371,0.359576,316.425,205.3273043,562.5,0.3455375,0.1900329281,0.522277,0.51437425,0.2499858948,0.645139,0.140088,0.07410494268,0.184037,0.00263955195,0.002855630124,0.0067669716
mid,capture_20260719204931,32,training,-85.85,1.654372993,4.18,328.125,87.71514621,234.4,0.31122975,0.2285896731,0.611427,0.27660775,0.2271647424,0.586899,0.364431,0.2391884195,0.651376,0.2078095,0.07755121735,0.174358,0.06854425,0.0357251667,0.094706,0.08260775,0.04763063092,0.119495,82.05,38.8497426,93.7,328.125,87.71514621,234.4,656.25,140.6166686,375,2449.225,153.2554465,421.9,8296.875,2737.251273,6656.2,0.503982,0.2058424328,0.471131,281.25,151.8962228,421.9,0.34856475,0.2401041358,0.650798,0.53916,0.2570391259,0.717373,0.11227475,0.06169300279,0.158204,0.00221922445,0.001732646795,0.0042475324
mid,capture_20260719204931,33,training,-85.7775,1.233174258,3.13,292.975,60.87677615,140.6,0.3805535,0.1101951227,0.277093,0.32415575,0.1283902994,0.323288,0.18649725,0.0525882867,0.147004,0.24645425,0.04750584893,0.114308,0.11514625,0.05035464843,0.130573,0.1277465,0.034772701,0.083414,58.625,20.30829572,46.9,292.975,60.87677615,140.6,585.925,52.40226021,140.6,3152.35,745.8843627,1687.5,6621.075,2000.155298,4921.9,0.3438135,0.1148315686,0.278999,304.7,259.9243063,562.5,0.425281,0.109523805,0.271926,0.38437775,0.09908932846,0.262919,0.1903415,0.06276201334,0.158185,0.0008299609,0.000255754173,0.0006116137
mid,capture_20260719204931,34,training,-86.6225,0.6623584754,1.77,398.425,96.65651491,234.4,0.21209625,0.1137952185,0.297243,0.13427,0.0682645567,0.178972,0.340385,0.149588369,0.421368,0.27977375,0.06051749389,0.164009,0.12645975,0.05369103349,0.147543,0.11911125,0.04419511106,0.121318,70.325,40.57329017,93.7,292.975,116.6170522,281.3,515.6,0,0,3082.025,701.0615036,1828.1,8039.075,2505.626618,6234.4,0.399172,0.09581107902,0.243657,375,128.3770423,328.1,0.21942825,0.1101315809,0.282497,0.583989,0.1307996379,0.355459,0.19658275,0.08491385617,0.234406,0.000925505825,0.0003455657713,0.0009184355
mid,capture_20260719204931,35,training,-86.385,0.7855412147,2.02,304.675,52.40226021,140.6,0.51867,0.1495072406,0.397166,0.45986575,0.1362589947,0.375171,0.2381955,0.05911876874,0.119714,0.148661,0.05758982151,0.15599,0.076795,0.02357329293,0.066397,0.0764825,0.02304456733,0.064217,70.325,40.57329017,93.7,269.525,69.3237829,187.5,1078.15,300.1425453,750,2519.525,287.7548555,703.1,7933.6,2551.41159,6656.2,0.46742975,0.1258208684,0.344915,128.9,95.89079726,234.3,0.574531,0.1293148557,0.346639,0.3090615,0.1150126358,0.284165,0.11640775,0.0301409,0.081456,0.00140927025,0.0004772946397,0.001314621
mid,capture_20260719204931,36,training,-86.34,1.030048543,2.66,375,104.8045085,281.2,0.39685575,0.1932972966,0.460378,0.300728,0.1933899736,0.491056,0.269521,0.10297843,0.228295,0.21917425,0.05863137825,0.158804,0.09636025,0.04100007619,0.112516,0.11421625,0.03828865207,0.097426,70.325,40.57329017,93.7,199.225,20.30829572,46.9,691.425,134.1507058,328.2,3363.275,882.1776617,2250,10628.925,1061.34465,2718.7,0.41851675,0.1262892124,0.331087,269.55,207.9896452,562.5,0.45552675,0.1802415547,0.444197,0.38028975,0.117605182,0.307041,0.16418375,0.06498194761,0.173509,0.001136546625,0.0006022626829,0.0014854399
mid,capture_20260719204931,37,training,-86.22,1.309160036,3.36,375,128.3770423,328.1,0.434173,0.1200809928,0.310246,0.377258,0.09759561796,0.254406,0.17409075,0.06637309178,0.183915,0.23742525,0.103318588,0.280004,0.09658975,0.01621331992,0.041475,0.1146365,0.03829941561,0.090623,58.625,20.30829572,46.9,328.125,99.45457192,234.4,632.8,176.9575232,421.9,3328.125,902.237129,2296.8,6515.6,1284.155775,3421.9,0.4085385,0.08057291286,0.219901,187.525,217.3369547,515.6,0.4634715,0.135069996,0.353065,0.378139,0.120988162,0.325769,0.1583895,0.02553959265,0.071558,0.000925411225,0.0002480142537,0.0006221189
mid,capture_20260719204931,38,training,-84.435,4.427332718,10.42,597.65,549.0500729,1312.5,0.46181775,0.2717916399,0.712977,0.43134325,0.2574094966,0.691301,0.2346605,0.1714795482,0.419122,0.22962625,0.1343997358,0.36209,0.05074275,0.02850335479,0.080573,0.053627,0.0285335058,0.079104,70.325,40.57329017,93.7,257.8,52.39107748,140.6,1312.525,405.949408,937.5,3070.325,916.4309068,2296.8,8191.425,2895.900006,5953.1,0.56091775,0.08015202801,0.205728,117.2,121.7631718,281.2,0.48880925,0.2784964592,0.737523,0.4319605,0.3146257944,0.805386,0.0792305,0.04593036137,0.129857,0.0038245135,0.004006086595,0.009420011
mid,capture_20260719204931,39,training,-84.245,4.425813485,10.72,375.025,155.466787,375,0.3659715,0.1403277752,0.370384,0.28379425,0.1249269215,0.348679,0.30918175,0.1612097511,0.398746,0.2113305,0.073943554,0.173408,0.09246725,0.03756793425,0.090724,0.10322625,0.04362023744,0.117343,82.075,20.30829572,46.9,257.825,96.64438357,234.4,621.1,106.778673,281.3,3046.875,298.3087107,750,6234.375,835.8981887,2062.5,0.41844075,0.09786636615,0.247915,210.975,134.6273073,328.1,0.413036,0.1337037608,0.332833,0.4330615,0.1693139114,0.461621,0.1539025,0.0632875598,0.153797,0.0014044963,0.001001796332,0.0024373924
mid,capture_20260719204931,40,training,-86.2925,1.352486137,3.14,445.35,40.61659144,93.8,0.4524025,0.1615615276,0.428636,0.4235095,0.1596153965,0.408758,0.2636345,0.1480776649,0.411668,0.16746125,0.02868813958,0.079176,0.06836025,0.0351112625,0.096018,0.07703475,0.03993403919,0.10646,58.625,20.30829572,46.9,445.35,40.61659144,93.8,644.525,101.5010683,281.3,2707.05,365.1839297,1031.3,7042.975,2194.456734,5343.7,0.4760735,0.13491345,0.370305,152.375,182.6880589,421.9,0.4825455,0.1528417546,0.402446,0.40857725,0.1543021306,0.436009,0.10887675,0.06000648551,0.158945,0.001673570075,0.0006844091987,0.0018998317
mid,capture_20260719204931,41,training,-85.7975,1.720761096,4.06,410.175,134.1288629,375,0.49764075,0.1336579389,0.35325,0.4125575,0.1364823971,0.295979,0.30124,0.1641623572,0.422236,0.14854275,0.0539883347,0.142841,0.061423,0.03023586798,0.073565,0.076237,0.02399843965,0.060661,46.9,0,0,257.825,96.64438357,234.4,632.8,84.50857945,234.4,2835.95,488.8344121,1312.5,6679.675,1764.650035,4406.2,0.493183,0.1057521129,0.253564,175.8,153.2420634,375,0.54832025,0.1263316917,0.328958,0.345718,0.1425859055,0.350508,0.1059615,0.04927095751,0.11926,0.00163529945,0.0005214068955,0.0014415092
mid,capture_20260719204931,42,training,-85.6425,1.986949609,4.79,492.2,213.5573459,562.6,0.38324725,0.1256659144,0.329145,0.316255,0.1219823699,0.328167,0.26212525,0.0628748301,0.167997,0.2129315,0.09096966514,0.254609,0.1025285,0.03016547515,0.081323,0.1061595,0.03111727681,0.086017,58.625,20.30829572,46.9,328.125,104.8380507,281.3,632.8,134.6664769,328.2,2847.625,777.6044476,1921.9,7875,2505.299968,6234.4,0.3622215,0.09345280203,0.2515,351.6,332.2953731,796.9,0.40916725,0.1348510634,0.345222,0.4309235,0.09460371331,0.24387,0.159909,0.04028852021,0.101351,0.001116773925,0.0004422294869,0.0011249965
mid,capture_20260719204931,43,training,-86.305,1.239808453,2.97,339.825,60.92488716,140.7,0.35332625,0.0445325849,0.124063,0.3025905,0.05531555522,0.150008,0.2949315,0.09997926844,0.250438,0.2097495,0.07321385958,0.193821,0.0895975,0.02795479247,0.071604,0.1031305,0.03553494658,0.097955,70.325,40.57329017,93.7,339.825,60.92488716,140.7,1125,329.8144024,843.8,2390.625,165.7104761,421.8,5882.825,608.9553858,1687.6,0.3657995,0.03647220965,0.102316,457.05,337.0047366,937.5,0.38334725,0.05385072646,0.138145,0.467634,0.01736741338,0.047923,0.14901875,0.05071502275,0.132552,0.001056999175,0.000312544873,0.0008639513
mid,capture_20260719204931,44,training,-86.28,0.9597134989,2.53,386.725,134.1376043,328.1,0.258263,0.16397677,0.401465,0.2031295,0.128096977,0.341471,0.30668925,0.1127160414,0.286191,0.26960425,0.08796157416,0.230283,0.097237,0.04360411724,0.115645,0.12334,0.04645669121,0.129496,105.475,38.84220482,93.7,234.375,33.12796213,93.7,644.525,60.87677615,140.6,3093.775,689.7354289,1828.2,5660.125,272.0461484,656.2,0.40253325,0.06363250544,0.176842,375,227.2375739,562.5,0.33868325,0.1359718039,0.362743,0.48809075,0.1343989188,0.372056,0.173226,0.07374716093,0.203535,0.000981147325,0.0004212955543,0.0011305818
mid,capture_20260719204931,45,training,-86.405,0.9799362224,2.34,562.5,541.6029819,1265.6,0.5120465,0.164361838,0.390811,0.36067775,0.1905682643,0.477149,0.26954,0.06035584923,0.168611,0.19315725,0.1050111247,0.266513,0.08592275,0.02532941705,0.07073,0.09070225,0.02579823881,0.057764,82.05,38.8497426,93.7,210.925,40.57329017,93.7,808.6,401.0125434,984.4,2882.8,613.4261977,1593.8,7078.125,2329.412018,5859.4,0.443389,0.1132612111,0.277867,445.325,611.616311,1453.1,0.572227,0.1745726367,0.443728,0.29419725,0.1387259793,0.369014,0.13357575,0.03957183878,0.101731,0.00119400205,0.0003209619367,0.000678559
mid,capture_20260719204931,46,training,-86.38,1.169380178,3.03,375.025,81.1898816,187.5,0.35766925,0.2112249811,0.536378,0.2694785,0.1596143697,0.410318,0.44408225,0.2569031998,0.669648,0.1388665,0.06313932713,0.169535,0.07397125,0.0416250407,0.115482,0.07360125,0.04320726927,0.114208,93.75,46.85,93.7,363.3,101.4981773,234.4,597.65,69.32800661,187.5,2109.375,109.9476097,281.3,9000,2162.073522,5484.3,0.50537,0.2187672431,0.567974,269.55,160.2546957,375,0.3926475,0.2442123142,0.636076,0.4913755,0.2642651712,0.703105,0.115977,0.06982590978,0.189714,0.002497759575,0.002306174345,0.0056366617
mid,capture_20260719204931,47,training,-85.76,1.445527585,3.46,363.25,170.21048,421.8,0.52987925,0.2278659285,0.60937,0.46096175,0.2114095678,0.560774,0.2664785,0.229891708,0.562602,0.1264425,0.01398310506,0.035233,0.0692105,0.03505726213,0.09042,0.076907,0.02956878588,0.063013,70.325,40.57329017,93.7,222.65,38.8497426,93.7,656.225,57.39971145,140.6,3339.85,596.0366537,1640.6,7957.05,2240.062151,6187.5,0.595644,0.09038189103,0.230879,105.475,101.4548761,234.3,0.56402775,0.2162307577,0.582204,0.3237495,0.2245512089,0.56039,0.11222275,0.05235066757,0.135915,0.001601232475,0.0005481875803,0.0012788001
mid,capture_20260719204931,48,training,-85.615,2.427648039,5.82,433.6,69.33646227,187.5,0.2819615,0.1991994532,0.503429,0.23806125,0.1950552595,0.487177,0.348898,0.2401879638,0.630058,0.22104225,0.08121837393,0.228928,0.08431925,0.04795924248,0.131519,0.1076795,0.07033243729,0.187605,58.625,20.30829572,46.9,351.575,107.4232139,281.3,550.75,60.88158589,140.6,2695.3,447.7839323,1218.8,5800.775,1333.02278,3093.8,0.50958775,0.1343345659,0.358274,328.125,175.3768282,468.7,0.32544975,0.1785172631,0.455331,0.52549425,0.1678823161,0.465289,0.14905575,0.09839777624,0.26306,0.001622640475,0.001077263116,0.0028805021
mid,capture_20260719204931,49,training,-85.8175,1.872556741,4.67,304.675,70.32500889,187.5,0.287609,0.08652503986,0.21118,0.24933875,0.101155206,0.262735,0.2733255,0.1402783119,0.366756,0.2694135,0.1236354844,0.29787,0.09464825,0.04605293017,0.124836,0.1132735,0.05366629944,0.14033,82.05,38.8497426,93.7,304.675,70.32500889,187.5,597.65,51.07942345,140.6,2320.325,233.1964127,562.5,6046.85,714.7386708,2015.6,0.38014425,0.07014058402,0.1804,574.225,89.99634368,234.3,0.34852875,0.08689700468,0.227413,0.48922725,0.03715990244,0.099202,0.162244,0.0778183493,0.205866,0.001697643425,0.001750923292,0.0041747092
mid,capture_20260719204931,50,training,-85.7425,2.279521606,5.64,398.45,191.8243533,468.7,0.27504725,0.1704355777,0.459406,0.219105,0.1328356043,0.339192,0.36608075,0.3168432068,0.783164,0.223034,0.112384147,0.296755,0.088993,0.06008132729,0.167056,0.10278675,0.06278629064,0.172704,46.9,0,0,269.55,90.01912297,234.4,773.45,52.43579407,140.7,3140.65,1081.690572,2671.9,8132.8,2005.95157,4968.8,0.47273975,0.2559667308,0.638674,503.925,304.4608544,796.9,0.33230825,0.1772690989,0.493869,0.51896575,0.2355609819,0.598704,0.14872625,0.1005985723,0.278961,0.003588406275,0.004746643884,0.0112177904
mid,capture_20260719204931,51,training,-85.825,2.275307672,5.45,246.1,20.26499445,46.8,0.42906225,0.1908107166,0.473594,0.37957525,0.1711191915,0.456989,0.28055875,0.1896216977,0.478541,0.2092895,0.04420515607,0.110917,0.0647855,0.02122306175,0.058664,0.06579075,0.03091990578,0.081177,105.475,38.84220482,93.7,222.675,20.30829572,46.9,843.75,387.9611675,984.4,3222.65,585.8381794,1406.3,8132.8,700.3756671,1781.2,0.5000975,0.1045403253,0.265566,140.625,66.29126545,187.5,0.51487525,0.136798438,0.350551,0.38583775,0.155057358,0.397937,0.099287,0.03834330607,0.108117,0.001725446275,0.0008838861294,0.0023244739
mid,capture_20260719204931,52,training,-85.95,1.617822611,3.79,328.1,81.23318287,187.6,0.32797875,0.103716741,0.243752,0.2673815,0.1009317616,0.241323,0.342619,0.1303167542,0.358625,0.20801675,0.04856403254,0.134875,0.085385,0.0279693706,0.078371,0.09659775,0.02012547766,0.051889,58.625,20.30829572,46.9,257.775,40.57329017,93.7,621.075,83.68423911,187.5,2179.7,180.0382459,468.8,5835.95,313.5826566,750,0.4106835,0.08552747623,0.233364,210.925,77.69193571,187.4,0.376848,0.1054031668,0.276967,0.484643,0.1073346484,0.259875,0.13850925,0.03713441968,0.10028,0.00111753505,0.0003878221295,0.0009836872
mid,capture_20260719204931,53,training,-85.755,1.849520208,4.45,421.875,128.3587818,328.1,0.28122325,0.248074367,0.648424,0.25518825,0.2376978563,0.607818,0.31106625,0.2691058302,0.642086,0.28583425,0.1549229599,0.385913,0.0712445,0.04622009996,0.11257,0.07666675,0.05520377614,0.140908,70.35,23.45,46.9,292.975,60.87677615,140.6,785.15,413.1627313,984.4,2308.575,302.6648012,796.9,8050.775,2169.791835,5953.1,0.5726975,0.1589983628,0.424559,375,201.6024677,515.6,0.31683325,0.260921999,0.686273,0.5662545,0.2642036487,0.740795,0.116912,0.08219584503,0.209132,0.0041812386,0.005000714991,0.0119624626
mid,capture_20260719204931,54,training,-86.0275,1.939527971,4.7,433.575,163.6483635,421.9,0.47457125,0.1842575595,0.520266,0.4284785,0.2057089167,0.576548,0.191854,0.06840578932,0.17963,0.183888,0.05037720557,0.124336,0.09605325,0.04636697162,0.121068,0.0997255,0.06198180102,0.151643,58.625,20.30829572,46.9,269.525,95.93050545,234.4,855.475,210.6378097,515.7,2507.8,570.7758404,1453.2,6468.75,820.62512,2296.8,0.4631525,0.1584829608,0.437852,93.775,57.39971145,140.6,0.50015825,0.1767984716,0.499525,0.34881825,0.1058514563,0.288391,0.151023,0.08314497933,0.211134,0.0013688556,0.0005879441953,0.0014290446
mid,capture_20260719204931,55,training,-86.095,1.753688969,4.15,433.575,179.6332148,421.8,0.494562,0.07548251973,0.194303,0.45256925,0.07215544281,0.189933,0.11366525,0.03926678968,0.103475,0.213747,0.02397362715,0.059521,0.1063955,0.04828020208,0.129086,0.11362275,0.0500679424,0.126029,82.075,20.30829572,46.9,292.975,76.84784886,187.5,691.4,101.5097286,281.3,2367.15,311.8090802,750,6902.35,1355.879531,3750,0.45256925,0.07215544281,0.189933,82.075,20.30829572,46.9,0.5185075,0.07437768743,0.194873,0.30058675,0.04092216595,0.088323,0.18090575,0.08760235106,0.232034,0.001194644625,0.0004398798075,0.0012368475
mid,capture_20260719204931,56,training,-85.6225,2.259262878,5.26,339.85,83.70174729,187.5,0.2707025,0.1344286822,0.356177,0.1900675,0.08505449048,0.204612,0.4560745,0.2260635215,0.56436,0.183949,0.08211264402,0.192708,0.07131225,0.02980439317,0.078164,0.0985965,0.04363212813,0.108185,46.9,0,0,328.125,99.45457192,234.4,1113.25,374.0784577,937.5,2460.95,462.2730659,1218.8,7781.25,2618.070206,5718.7,0.4560745,0.2260635215,0.56436,328.125,99.45457192,234.4,0.31233775,0.1601924921,0.417119,0.55840525,0.2171192499,0.559711,0.129257,0.05804236044,0.142592,0.001881206475,0.001752663685,0.004146028
mid,capture_20260719204931,57,training,-85.335,2.67039791,6.21,328.125,74.12379426,187.5,0.333341,0.1374356541,0.365114,0.29847675,0.1274111488,0.326037,0.28215875,0.1781767007,0.461563,0.23502925,0.06087170762,0.166587,0.09518025,0.05071572373,0.143169,0.089155,0.04171876029,0.117921,58.625,20.30829572,46.9,328.125,74.12379426,187.5,902.35,498.719969,1218.8,3902.375,731.7485783,1875,8835.95,1466.875766,3796.9,0.43636025,0.09531422659,0.256933,527.35,703.4244682,1687.5,0.376402,0.1163653423,0.26689,0.4805215,0.1530554965,0.378035,0.14307675,0.07057042422,0.199006,0.001720255525,0.001391933298,0.0035191609
mid,capture_20260719204931,58,training,-85.58,2.188846728,5.39,316.375,38.88742567,93.8,0.2299255,0.1112334602,0.281537,0.196898,0.0837716027,0.212213,0.420946,0.1945679672,0.490521,0.23897725,0.08216972555,0.209924,0.067659,0.03655724897,0.090243,0.07552025,0.03953820325,0.101614,82.05,38.8497426,93.7,316.375,38.88742567,93.8,714.85,156.7931998,375,2226.575,134.6708279,328.2,6187.525,893.0886977,2250,0.42916325,0.1883535899,0.457652,445.275,257.8204547,609.4,0.32437725,0.1047295723,0.291621,0.559959,0.1191467245,0.279686,0.115664,0.06328985639,0.164348,0.003545343825,0.004359208724,0.0102504737
mid,capture_20260719204931,59,training,-85.4225,2.158950845,5.48,398.425,157.1993062,421.8,0.415098,0.2323258411,0.575851,0.3761475,0.2301174711,0.579117,0.25819475,0.1646684743,0.401106,0.22400925,0.09632235265,0.267111,0.06736475,0.03374948705,0.085958,0.07428425,0.03799446629,0.086551,46.9,0,0,351.575,84.51551263,234.4,749.975,301.969124,750,2261.725,145.9108182,375,7582.025,2301.020096,5812.5,0.48429825,0.1701047134,0.430514,199.225,153.2248572,328.1,0.45306075,0.2182147465,0.54341,0.44058925,0.1924750036,0.526097,0.10635,0.05435277373,0.138888,0.00177564785,0.0008870834306,0.0021797076
mid,capture_20260719204931,60,training,-85.915,1.311802195,3.25,316.375,20.30829572,46.9,0.35007875,0.2114225391,0.579986,0.2865395,0.2188948621,0.597484,0.3614075,0.2104364937,0.580767,0.19557275,0.04876368422,0.121337,0.079676,0.02220659036,0.055163,0.07680375,0.03712046102,0.098776,82.05,38.8497426,93.7,281.225,57.39971145,140.6,796.9,241.3111166,609.4,3351.55,892.1672503,2437.5,8355.475,1987.4677,5296.9,0.49168925,0.1767955833,0.394478,246.075,116.5768497,281.2,0.4152,0.1662755112,0.423437,0.46453875,0.1668796711,0.462968,0.1202615,0.04255767948,0.110044,0.001686768475,0.0008789373619,0.0023281961
mid,capture_20260719204931,61,training,-85.79,1.867418004,4.48,269.525,38.84220482,93.7,0.32051375,0.1614781591,0.454152,0.25763325,0.1653282387,0.459596,0.25918425,0.1095693723,0.26835,0.31106875,0.1001419609,0.278826,0.08392425,0.05106756349,0.139061,0.088189,0.05384639841,0.125341,93.75,46.85,93.7,257.8,52.39107748,140.6,832.025,185.6737242,468.8,2882.8,1065.062306,2671.9,7207.025,1029.864659,2625,0.39441275,0.09298087798,0.229539,621.1,378.4612728,937.5,0.365203,0.1806309379,0.510367,0.497464,0.2164197125,0.56699,0.137333,0.0828982728,0.21885,0.002097501925,0.001830847607,0.0045134598
