label,capture_id,sample_index,dataset_split,dbfs_mean,dbfs_std,dbfs_range,f_peak_acoustic_hz_mean,f_peak_acoustic_hz_std,f_peak_acoustic_hz_range,low_rumble_ratio_mean,low_rumble_ratio_std,low_rumble_ratio_range,band_bass_ratio_mean,band_bass_ratio_std,band_bass_ratio_range,band_low_mid_ratio_mean,band_low_mid_ratio_std,band_low_mid_ratio_range,band_mid_ratio_mean,band_mid_ratio_std,band_mid_ratio_range,band_presence_ratio_mean,band_presence_ratio_std,band_presence_ratio_range,band_high_ratio_mean,band_high_ratio_std,band_high_ratio_range,band_bass_peak_hz_mean,band_bass_peak_hz_std,band_bass_peak_hz_range,band_low_mid_peak_hz_mean,band_low_mid_peak_hz_std,band_low_mid_peak_hz_range,band_mid_peak_hz_mean,band_mid_peak_hz_std,band_mid_peak_hz_range,band_presence_peak_hz_mean,band_presence_peak_hz_std,band_presence_peak_hz_range,band_high_peak_hz_mean,band_high_peak_hz_std,band_high_peak_hz_range,dominant_band_ratio_mean,dominant_band_ratio_std,dominant_band_ratio_range,dominant_band_peak_hz_mean,dominant_band_peak_hz_std,dominant_band_peak_hz_range,fft_low_ratio_mean,fft_low_ratio_std,fft_low_ratio_range,fft_mid_ratio_mean,fft_mid_ratio_std,fft_mid_ratio_range,fft_high_ratio_mean,fft_high_ratio_std,fft_high_ratio_range,fft_total_energy_mean,fft_total_energy_std,fft_total_energy_range
low,capture_20260719202214,83,training,-86.4725,0.9338997537,2.56,281.275,81.1898816,187.5,0.333835,0.1190162526,0.318479,0.25424525,0.1091555011,0.264217,0.325192,0.1468559028,0.382491,0.2199015,0.07209552814,0.180523,0.09449525,0.03195506601,0.080801,0.106166,0.03241193241,0.077485,70.35,23.45,46.9,269.55,90.01912297,234.4,632.8,84.50857945,234.4,2964.825,890.8473,2343.7,6082,1631.338158,3843.7,0.39419425,0.1218600349,0.301624,339.85,225.6927834,609.3,0.40274075,0.1335293363,0.365625,0.44051825,0.1405898608,0.356982,0.156741,0.04920362761,0.108563,0.00114647105,0.0003692623132,0.0008274665
low,capture_20260719202214,84,training,-86.05,1.0311159,2.52,339.85,156.7931998,375,0.54901275,0.1365170792,0.361044,0.43610575,0.09757265085,0.213815,0.220493,0.0789284531,0.210649,0.18149,0.08598613503,0.212546,0.085217,0.05373597044,0.14222,0.076694,0.02766673349,0.069698,70.325,40.57329017,93.7,222.65,38.8497426,93.7,667.975,185.6737242,468.8,2285.125,153.2439783,375,6480.45,1386.357612,3468.8,0.43610575,0.09757265085,0.213815,70.325,40.57329017,93.7,0.605613,0.1565884754,0.430742,0.26588075,0.08893675839,0.243209,0.12850625,0.07056323521,0.187533,0.001374787125,0.0003945898021,0.0009482415
low,capture_20260719202214,85,training,-86.215,1.111316787,2.77,457.025,153.2133867,421.8,0.506757,0.1277307551,0.336564,0.432867,0.1359645597,0.369836,0.16826025,0.03344225138,0.093895,0.20567975,0.07369865216,0.199324,0.1024035,0.03596230525,0.094915,0.0907895,0.02920551905,0.081613,82.05,38.8497426,93.7,257.825,96.64438357,234.4,843.75,435.9909259,1078.2,2636.725,624.8219481,1593.7,8003.925,2213.411475,5578.1,0.4586875,0.09724988142,0.266554,175.8,197.1157401,468.7,0.53649625,0.1369588839,0.337437,0.307961,0.08539797879,0.220755,0.1555425,0.05387188833,0.145155,0.0011357003,0.0003517820567,0.0009730108
low,capture_20260719202214,86,training,-86.6275,0.4061634523,1.12,328.125,66.29126545,187.5,0.397517,0.1862159684,0.422711,0.297686,0.1953654271,0.43802,0.33202975,0.08638387391,0.217,0.17629525,0.06368847774,0.167105,0.08418725,0.04249460636,0.103097,0.10980125,0.05136124954,0.121461,58.625,20.30829572,46.9,292.975,90.01587013,234.4,1101.575,235.5427177,515.6,2414.05,297.3895215,750,8191.425,1372.784481,3468.7,0.4355395,0.0611579744,0.161271,175.8,153.2420634,375,0.4427555,0.2237084934,0.552556,0.41217275,0.1481187812,0.380072,0.14507175,0.07680649186,0.172485,0.001377384275,0.0007512329314,0.001823641
low,capture_20260719202214,87,training,-86.1225,0.4315307057,1.07,363.275,69.36603546,187.6,0.28876825,0.1937294003,0.5029,0.2150985,0.1980994517,0.481897,0.42059475,0.1216298823,0.327796,0.22254525,0.07994012474,0.218645,0.0671165,0.01822866486,0.04572,0.07464475,0.02338329255,0.054045,93.775,33.12796213,93.7,363.275,69.36603546,187.6,656.25,140.65,281.3,2894.525,571.6007933,1593.8,7042.95,1745.247152,4218.8,0.50068675,0.06070245084,0.150334,281.25,151.8962228,421.9,0.36068075,0.173209788,0.461229,0.531603,0.1517160881,0.42167,0.1077165,0.03339871095,0.084762,0.00149854775,0.0003372448985,0.000895055
low,capture_20260719202214,88,training,-86.585,0.4815340071,1.08,316.4,51.06794494,140.6,0.42221125,0.1384607766,0.329924,0.37028275,0.1217465905,0.301369,0.1974045,0.05620981219,0.138079,0.21318325,0.06555650434,0.150044,0.11227875,0.02260734525,0.055427,0.1068505,0.03191252066,0.089836,46.9,0,0,246.1,76.84403035,187.5,925.775,232.9090099,609.4,2308.6,278.0430452,703.1,6374.975,624.503084,1500,0.37050275,0.1215809794,0.300489,257.825,365.3328166,843.7,0.45407225,0.1345680249,0.32559,0.37012,0.09449701788,0.237386,0.17580775,0.0411331184,0.106682,0.001003121275,0.0003184682984,0.0008518292
low,capture_20260719202214,89,training,-85.8425,1.173144812,2.99,328.125,57.39971145,140.6,0.3275295,0.1579525597,0.429797,0.25092175,0.129971048,0.365483,0.3638205,0.1425415643,0.37782,0.241906,0.04503688707,0.124598,0.06733925,0.0375928358,0.10501,0.07601275,0.04312910215,0.11242,58.625,20.30829572,46.9,281.25,74.10797865,187.5,773.475,96.64438357,234.4,3750.025,648.6845164,1546.9,5707.025,433.913565,1125,0.41970725,0.1185313714,0.299052,246.1,125.6550238,328.1,0.41755375,0.1267205799,0.330351,0.4667205,0.1157642211,0.276493,0.1157255,0.06472714621,0.177092,0.005464389525,0.007659203288,0.0177817325
low,capture_20260719202214,90,training,-86.7775,0.1685786167,0.4,363.275,173.3925225,421.8,0.479219,0.195005388,0.509721,0.42556575,0.19234316,0.495301,0.171016,0.09558788635,0.246278,0.2092365,0.06399639515,0.179485,0.0889055,0.05070442621,0.133915,0.1052765,0.0452509105,0.112577,46.9,0,0,246.1,51.06794494,140.6,667.95,101.5039531,281.3,2589.85,438.9408474,1125,6281.25,1845.201812,4453.2,0.47305975,0.1282531507,0.305325,93.775,81.1898816,187.5,0.52069775,0.1697242539,0.427331,0.33015425,0.1120757195,0.297547,0.149148,0.07827057446,0.199678,0.001306987325,0.0006066657211,0.0015014279
low,capture_20260719202214,91,training,-86.9825,0.2896873314,0.74,304.7,121.7631718,281.2,0.41624875,0.1324820203,0.355905,0.34310525,0.1206497478,0.309555,0.20691325,0.042040768,0.117366,0.25746725,0.07727133587,0.2049,0.09231175,0.02550443289,0.062594,0.1002025,0.02308839454,0.059789,58.625,20.30829572,46.9,210.95,23.45,46.9,714.825,202.6227575,515.6,2320.3,150.0673682,375,7464.825,1777.055897,4406.3,0.37291275,0.1039148562,0.258533,351.575,311.8034427,703.1,0.46451775,0.1304631116,0.341264,0.38992975,0.1096559486,0.261599,0.14555275,0.0358448425,0.087204,0.0010133238,0.0002780403321,0.0006678911
low,capture_20260719202214,92,training,-86.6325,0.4000234368,1.05,363.275,101.4721975,281.2,0.26602725,0.1704864392,0.44725,0.20240825,0.1886106475,0.478872,0.2869825,0.1205025944,0.313501,0.2475155,0.03349769324,0.0899,0.124923,0.03677001864,0.086939,0.138171,0.051997411,0.127989,93.775,33.12796213,93.7,339.85,69.32800661,187.5,609.375,114.840245,281.3,3082.025,973.384442,2343.8,6632.8,487.7057873,1171.9,0.40025825,0.07878600027,0.216508,316.4,170.2070357,468.7,0.3086235,0.1520493116,0.371664,0.48460725,0.1102435843,0.278186,0.20676975,0.07404118154,0.181902,0.000814557575,0.0003097908214,0.0006923273
low,capture_20260719202214,93,training,-85.3975,2.236172791,5.62,304.7,77.72962756,187.5,0.48415775,0.2192230713,0.581688,0.43441925,0.2025081909,0.522195,0.28006325,0.2289431979,0.557236,0.168928,0.0347900231,0.087619,0.04924875,0.02406011377,0.067229,0.067341,0.02834668103,0.077959,46.9,0,0,292.975,90.01587013,234.4,785.15,223.2639749,468.7,2179.675,257.8204547,609.4,5964.825,709.6232535,1968.7,0.57647325,0.09245476997,0.245848,140.65,162.3797632,375,0.52268975,0.2007933989,0.541266,0.38857725,0.2264692899,0.593645,0.08873325,0.04134213568,0.116728,0.00218891675,0.001314220051,0.003261603
low,capture_20260719202214,94,training,-86.1025,1.382956525,3.53,304.675,52.40226021,140.6,0.482983,0.1127662934,0.286072,0.44741275,0.1067859076,0.255045,0.1747145,0.1337322637,0.325552,0.20060175,0.0544455415,0.14181,0.09348325,0.02341691669,0.064049,0.08378825,0.01876074669,0.051039,46.9,0,0,281.25,74.10797865,187.5,855.5,235.2693881,656.3,2449.225,544.0068767,1359.4,8613.3,1887.088201,4734.4,0.46799725,0.08695903732,0.21496,117.2,121.7631718,281.2,0.5054835,0.1079876719,0.281839,0.356364,0.1224770848,0.32228,0.1381525,0.03917216964,0.107704,0.001121920775,0.000282011372,0.0007802319
low,capture_20260719202214,95,training,-85.8975,1.264463819,3.13,410.15,83.70174729,187.5,0.45424725,0.2562522607,0.637723,0.3974695,0.2620590026,0.598685,0.29926525,0.2289540844,0.554858,0.1586905,0.05000667738,0.126928,0.0709205,0.03628349318,0.086291,0.073654,0.04471999269,0.117795,58.625,20.30829572,46.9,269.525,83.68423911,187.5,515.6,0,0,2929.675,405.2614179,1031.2,7652.325,2350.8435,6328.1,0.58426075,0.1165884601,0.324383,152.35,116.5793614,281.2,0.48222025,0.2446654227,0.641822,0.40835425,0.2562961608,0.674932,0.10942525,0.05742104784,0.143749,0.00187911,0.001116265738,0.002919426
low,capture_20260719202214,96,training,-85.9075,1.529188919,3.78,527.35,145.8927431,375,0.25194975,0.2447356891,0.619705,0.220049,0.223704018,0.565949,0.286347,0.2004860086,0.527537,0.2712675,0.1233913277,0.284454,0.10698125,0.05974748944,0.140285,0.11535575,0.05993108935,0.158435,70.325,40.57329017,93.7,328.125,87.70177806,234.4,714.85,101.5039531,281.3,2238.3,106.7896531,234.4,8730.45,2462.001838,6093.7,0.49916175,0.1122641722,0.267561,480.475,280.0106817,703.1,0.283205,0.2375941723,0.615817,0.54398475,0.2038642946,0.523476,0.17281,0.09770933985,0.243252,0.001454626525,0.001234035083,0.003032677
low,capture_20260719202214,97,training,-86.255,1.316671941,3.27,316.375,38.88742567,93.8,0.3520605,0.139824416,0.357693,0.308743,0.1270451101,0.303074,0.26307475,0.04040441367,0.106879,0.24371075,0.07508253981,0.208903,0.07996925,0.02500295244,0.068415,0.10450225,0.02491477547,0.070087,58.625,20.30829572,46.9,316.375,38.88742567,93.8,902.325,351.3677587,937.5,2882.8,566.8842166,1546.9,7195.3,2453.819229,6328.2,0.3863665,0.04181770011,0.096638,339.85,356.014624,890.6,0.392224,0.1366352651,0.340262,0.4699815,0.10202379,0.259739,0.1377945,0.04161867413,0.112913,0.001015643475,0.00031326693,0.0008727196
low,capture_20260719202214,98,training,-85.6025,2.052758814,5.24,445.35,249.1546257,609.4,0.311433,0.1860958317,0.46053,0.2450775,0.1522191148,0.397854,0.3429105,0.08631223519,0.226296,0.2649965,0.1394920112,0.36513,0.06290725,0.03499277538,0.090049,0.084108,0.0575965635,0.160151,70.325,40.57329017,93.7,234.375,33.12796213,93.7,761.725,145.9108182,375,3832,460.9284164,1171.9,6773.45,1747.780708,4312.5,0.41591025,0.06405402044,0.172438,293,327.0875342,796.9,0.39975875,0.1775962422,0.452534,0.49068725,0.2236227908,0.558708,0.1095545,0.06010161322,0.147622,0.0046283135,0.006253847537,0.014688037
low,capture_20260719202214,99,training,-85.77,1.591712914,4.1,386.7,185.6532117,468.7,0.402865,0.09263293279,0.241457,0.363105,0.07306278954,0.174135,0.26659,0.1353430333,0.34605,0.2179125,0.02437342213,0.064716,0.08037425,0.03680670165,0.0897,0.072018,0.03553949588,0.093469,58.625,20.30829572,46.9,257.8,52.39107748,140.6,820.3,153.6880607,375,2109.375,87.70177806,234.4,7500.025,1735.64143,4312.5,0.41692725,0.06235316539,0.168659,117.2,96.60194097,234.3,0.4485995,0.07303562533,0.205195,0.4313955,0.1193722946,0.304207,0.120005,0.05728929874,0.147174,0.002515624275,0.002707875873,0.0063566276
low,capture_20260719202214,100,training,-84.5925,3.761491559,8.83,363.275,51.10809011,140.7,0.4416545,0.1954659093,0.538603,0.374917,0.1994739,0.563815,0.2664555,0.1390764633,0.371972,0.20334725,0.07294689135,0.181581,0.0763225,0.02398320669,0.062302,0.07895775,0.03697321669,0.087804,46.9,0,0,339.85,90.01912297,234.4,644.525,101.5010683,281.3,2367.175,399.8350496,1031.3,7371.1,2566.028425,6000,0.47417775,0.1107934057,0.277492,128.925,142.0714675,328.1,0.4872385,0.1561536675,0.431012,0.394676,0.1580370282,0.413837,0.1180855,0.04617467681,0.114368,0.001671497275,0.0007858842119,0.0019292309
low,capture_20260719202214,101,training,-85.65,2.046118276,5.06,351.575,77.73716534,187.5,0.27303275,0.153958024,0.420668,0.23235325,0.1359011213,0.368154,0.43625375,0.210268914,0.551964,0.1905795,0.07764162862,0.194138,0.071551,0.02370474485,0.057933,0.0692625,0.02694605691,0.074446,58.625,20.30829572,46.9,351.575,77.73716534,187.5,691.4,176.5769521,468.8,2707.025,663.228024,1640.6,6515.625,1824.838232,4453.2,0.48894075,0.1768708114,0.459612,281.275,155.466787,375,0.3282035,0.1667776966,0.449401,0.5645625,0.1963119124,0.531095,0.10723375,0.03615963135,0.087157,0.00178381785,0.001082601687,0.0027094356
low,capture_20260719202214,102,training,-86.17,0.9891157667,2.59,328.15,99.44278506,234.4,0.505884,0.1206297649,0.266086,0.41333425,0.156107803,0.415762,0.245736,0.1338233239,0.367711,0.15883175,0.07254415684,0.184381,0.07420025,0.02371963697,0.064831,0.107898,0.04757468162,0.130174,70.325,40.57329017,93.7,304.7,121.8016626,281.3,773.425,315.3258186,796.9,2367.175,216.0708723,515.6,6621.1,1180.007252,2906.3,0.46112675,0.1166502847,0.323609,445.325,518.2718996,1265.6,0.54688725,0.1072456997,0.230839,0.318341,0.1222439446,0.310577,0.13477175,0.05252658103,0.147676,0.00125665745,0.0006073065061,0.0016623802
low,capture_20260719202214,103,training,-86.0825,1.081789605,2.96,421.875,196.0892064,515.6,0.29360575,0.09939097766,0.265918,0.2377395,0.06863613538,0.170371,0.32787375,0.2011924523,0.556392,0.2509695,0.1023227636,0.266608,0.095922,0.04764478107,0.131956,0.0874955,0.03884905621,0.102732,70.325,40.57329017,93.7,339.85,101.5039531,281.3,644.525,129.9869489,281.3,3304.675,564.9522076,1406.3,6644.55,945.3173687,2343.8,0.41938025,0.1402738408,0.353668,375,250.2369977,703.1,0.3195695,0.1236405186,0.331854,0.53184925,0.1664992238,0.469055,0.1485815,0.07247470172,0.198414,0.001615926,0.001233704,0.003048659
low,capture_20260719202214,104,training,-85.9,1.555586706,3.97,632.8,348.4445078,890.7,0.3126345,0.114428824,0.273586,0.275935,0.1009599982,0.247039,0.32391075,0.2819167134,0.700395,0.2147555,0.09483832739,0.256033,0.08638975,0.04864701102,0.135419,0.09900975,0.05275086069,0.130504,58.625,20.30829572,46.9,292.95,69.32800661,187.5,832.025,202.6603486,515.7,2156.25,136.6500732,328.1,8542.95,1771.781392,4687.5,0.45700475,0.2024602131,0.481536,421.9,450.8254152,1125,0.34006825,0.121454525,0.293843,0.51643075,0.1971048873,0.473217,0.143501,0.07749002067,0.200911,0.003103036775,0.004021565691,0.009422939
low,capture_20260719202214,105,training,-86.21,1.125322176,2.89,480.475,185.6484766,468.7,0.4691715,0.1135805593,0.297928,0.3968175,0.1246048369,0.34407,0.1866025,0.1154971474,0.296131,0.204394,0.01878024099,0.049721,0.1153515,0.03352675973,0.089855,0.0968345,0.03725598713,0.095809,58.625,20.30829572,46.9,222.65,38.8497426,93.7,667.95,38.8497426,93.7,2882.825,534.9637669,1359.4,7898.45,2288.342634,6234.3,0.43403775,0.07017400645,0.195189,105.5,76.84403035,187.5,0.506862,0.09730206611,0.245603,0.31678,0.07478074196,0.190172,0.176358,0.06052168457,0.149755,0.001068231425,0.0003994163441,0.0010306765
low,capture_20260719202214,106,training,-85.93,1.123810482,3.07,269.525,38.84220482,93.7,0.41515075,0.2552953196,0.719116,0.3622715,0.2382444255,0.670587,0.31846925,0.2470741287,0.621901,0.18337375,0.07502947076,0.192437,0.065768,0.03330552258,0.088713,0.0701175,0.03666958802,0.097458,58.625,20.30829572,46.9,257.8,52.39107748,140.6,691.425,153.2745637,328.2,2273.425,297.3836106,750,6515.6,763.7915553,2015.6,0.53752175,0.190527155,0.420341,117.2,96.60194097,234.3,0.47253425,0.2293681741,0.63575,0.4235955,0.2399543499,0.675012,0.10387025,0.05447028336,0.144408,0.002268233225,0.001680239361,0.0041742161
low,capture_20260719202214,107,training,-84.6925,3.004599599,7.05,328.1,57.44053447,140.7,0.487977,0.1703973445,0.427455,0.41523125,0.1933300225,0.470256,0.3038865,0.1393006905,0.378526,0.1574525,0.06992740731,0.182835,0.061079,0.02761579498,0.077037,0.062351,0.03085578778,0.069692,70.325,40.57329017,93.7,269.5,51.06794494,140.6,902.325,225.7200409,609.4,3632.8,1005.634857,2484.4,7300.75,1978.886239,4968.8,0.482614,0.1553874402,0.382289,140.625,99.40742867,234.3,0.532649,0.1539394027,0.380522,0.3736675,0.1503138102,0.39244,0.09368325,0.04349139801,0.114772,0.0020617865,0.001093050512,0.00274457
low,capture_20260719202214,108,training,-85.465,2.067105464,5.03,304.675,52.40226021,140.6,0.315126,0.1312817118,0.332736,0.2171505,0.1279282051,0.31417,0.33185325,0.05775120099,0.144372,0.2765135,0.09412610044,0.243894,0.084044,0.03728293954,0.095319,0.09043925,0.05015052422,0.122206,58.625,20.30829572,46.9,222.65,38.8497426,93.7,714.85,153.245889,328.1,2238.275,163.6662668,421.9,8566.4,1590.425001,3703.1,0.3922365,0.03732473966,0.103252,421.9,305.5933654,796.9,0.38171625,0.1531464454,0.331017,0.48650775,0.1585925925,0.388355,0.13177625,0.06443063606,0.165823,0.001735763,0.001217397526,0.0030909324
low,capture_20260719202214,109,training,-86.01,1.198707637,3.2,292.95,51.07942345,140.6,0.3404055,0.130720383,0.303341,0.30274375,0.142862873,0.321901,0.316497,0.09938785707,0.232117,0.21948225,0.0624856597,0.169561,0.08172425,0.02525508888,0.064425,0.07955225,0.01985024784,0.053423,82.05,38.8497426,93.7,292.95,51.07942345,140.6,644.525,101.5010683,281.3,2660.15,377.0070324,984.4,5894.55,493.140373,1171.8,0.42779275,0.03069964273,0.074854,175.775,106.721047,234.3,0.37501625,0.1436583675,0.312322,0.495866,0.1525973587,0.379688,0.129118,0.03864598685,0.100757,0.001439783075,0.0005013910356,0.0012595077
low,capture_20260719202214,110,training,-85.4075,2.057174944,4.93,550.8,293.4668295,609.4,0.38852,0.09383945069,0.232731,0.323969,0.1139027855,0.2891,0.1801385,0.04179083543,0.106183,0.2874455,0.0636956167,0.176282,0.09186825,0.0315812853,0.076084,0.11657925,0.03234661303,0.081468,70.325,40.57329017,93.7,222.65,38.8497426,93.7,773.475,96.64438357,234.4,2777.35,585.8061731,1453.1,6937.525,1626.178719,3843.8,0.37728075,0.08330976524,0.224879,445.35,398.45,796.9,0.4170515,0.1024724607,0.252966,0.4293935,0.08434540308,0.227824,0.153555,0.05428742287,0.137081,0.000944318775,0.0001939241171,0.0004966491
low,capture_20260719202214,111,training,-86.105,1.094588964,2.75,339.825,38.88742567,93.8,0.310703,0.1100718971,0.285561,0.2534335,0.1024367618,0.277486,0.27032075,0.06611269336,0.18055,0.26529825,0.05364595307,0.150544,0.103831,0.02679138876,0.06455,0.10711625,0.01617874824,0.043969,82.05,38.8497426,93.7,292.95,69.32800661,187.5,714.825,199.9138611,421.9,2648.425,830.9517205,2062.5,8367.15,1728.823633,4125,0.34871575,0.02906776652,0.073164,339.85,356.014624,890.6,0.33900775,0.08315657434,0.220451,0.4969535,0.06247750276,0.151074,0.16403875,0.03755183257,0.093278,0.0009305449,0.0001483249248,0.0003929818
low,capture_20260719202214,112,training,-80.6625,9.066494292,21.73,457.025,225.753786,562.6,0.39976075,0.1416048545,0.351602,0.35151175,0.1251242211,0.33968,0.25683275,0.223203351,0.605791,0.29495725,0.1591642662,0.386731,0.049749,0.02359509661,0.061148,0.046949,0.02890897726,0.069668,58.625,20.30829572,46.9,281.225,66.29126545,187.5,738.3,134.1572585,328.2,3187.475,950.8915432,2296.9,7921.875,1974.061733,5531.3,0.52175625,0.08203434658,0.217053,304.7,325.615855,796.9,0.4316475,0.1104856713,0.260698,0.4950075,0.1444905938,0.353828,0.073345,0.03651311223,0.09313,0.00376160875,0.002480135336,0.006073977
low,capture_20260719202214,113,training,-84.5975,2.164594362,5.32,421.875,298.3087107,703.1,0.426805,0.08515442882,0.197552,0.3468925,0.09069535267,0.250257,0.24535775,0.081510566,0.21759,0.211649,0.06095989497,0.163384,0.098031,0.03611677025,0.097873,0.09806975,0.03853507454,0.105097,46.9,0,0,234.375,33.12796213,93.7,960.925,441.6049613,1125,2589.875,272.0461484,656.2,7628.95,2013.810211,5015.6,0.3657305,0.07315498122,0.194224,234.375,212.221787,515.6,0.488377,0.1005514374,0.245588,0.3555635,0.0631810499,0.1767,0.15605975,0.06216823884,0.169719,0.00130009425,0.0006191884439,0.0016353178
low,capture_20260719202214,114,training,-85.8675,1.008423894,2.45,421.85,140.65,281.3,0.436078,0.1530435917,0.381896,0.384277,0.1530703735,0.382486,0.186586,0.08257998815,0.217751,0.25046625,0.04751956707,0.120802,0.08492525,0.01522266339,0.042338,0.0937455,0.01929224805,0.05073,70.325,40.57329017,93.7,316.375,38.88742567,93.8,574.2,51.06794494,140.6,3164.075,821.6574693,1968.8,10078.125,2087.652175,5109.4,0.430112,0.08767028717,0.199146,199.225,263.8346393,609.3,0.45695075,0.1345970903,0.332176,0.40554075,0.1172616977,0.307867,0.137508,0.02637027111,0.071749,0.001125427075,0.0002162169858,0.0005326546
low,capture_20260719202214,115,training,-85.6875,1.585376533,3.78,281.225,33.12796213,93.7,0.3929795,0.1811948848,0.457445,0.3174905,0.1552249719,0.405178,0.24916425,0.06581796736,0.158685,0.249637,0.07599012771,0.207846,0.0841125,0.02731557578,0.061332,0.09959575,0.02883734686,0.0733,70.325,40.57329017,93.7,269.5,51.06794494,140.6,808.575,210.6378097,515.7,3503.9,664.0367836,1781.2,7816.4,1814.948811,4593.7,0.38613875,0.07581362779,0.204082,210.95,284.142935,656.2,0.4347305,0.2022141677,0.542478,0.4251885,0.1603608944,0.437994,0.14008125,0.04322261303,0.104484,0.00097947555,0.0003030492643,0.0006958555
low,capture_20260719202214,116,training,-85.8375,1.558033616,3.81,468.75,250.2276314,656.2,0.38041825,0.1218002765,0.318839,0.3087605,0.1053647389,0.266989,0.24705425,0.05961979671,0.149436,0.23478325,0.05495178607,0.137099,0.107103,0.03017773978,0.073335,0.10229925,0.01338956346,0.033801,58.625,20.30829572,46.9,292.975,83.68423911,187.5,914.075,77.73716534,187.5,2519.55,160.2546957,375,6210.95,1370.017928,3234.3,0.3423425,0.07902896419,0.199981,339.875,378.4589501,937.5,0.415259,0.1132241397,0.31597,0.420724,0.08880209684,0.229243,0.164017,0.03705195867,0.09429,0.000984437975,0.0001832880086,0.0004565732
low,capture_20260719202214,117,training,-84.8075,3.691228623,9.03,304.7,70.3,140.6,0.544679,0.08624537904,0.21859,0.4790405,0.05997646935,0.164286,0.22544475,0.07317970311,0.206452,0.168033,0.06749735634,0.184488,0.058296,0.02229079064,0.054553,0.06918575,0.01763319926,0.049729,46.9,0,0,246.1,76.84403035,187.5,843.75,119.5327884,328.2,2718.75,467.5979603,1171.9,6656.25,1869.411829,4406.2,0.4790405,0.05997646935,0.164286,46.9,0,0,0.5792485,0.07376508667,0.187423,0.323321,0.08668366049,0.242765,0.0974305,0.03108140623,0.080703,0.00160362,0.0004052578717,0.001115096
low,capture_20260719202447,3,testing,-86.265,1.130939875,2.96,410.15,125.6969868,328.2,0.4776275,0.1947523272,0.477945,0.402811,0.1825207928,0.487339,0.24271425,0.1320100978,0.330659,0.20816325,0.0458274782,0.116358,0.074142,0.02947627026,0.066805,0.072169,0.0208570346,0.048354,70.325,40.57329017,93.7,269.525,95.93050545,234.4,644.55,90.01912297,234.4,2871.1,478.462428,1312.5,7218.75,2108.064454,5062.5,0.4802055,0.07209772488,0.177761,128.9,95.89079726,234.3,0.50421475,0.1647604092,0.399174,0.38338075,0.1464408961,0.386669,0.11240475,0.0396738762,0.091506,0.00158873825,0.0005363553166,0.001359535
low,capture_20260719202447,4,testing,-86.3625,0.9449173244,2.32,527.35,328.7377108,843.7,0.53246875,0.03773253183,0.099931,0.4570745,0.05743136391,0.140024,0.19603975,0.06949743108,0.194434,0.1844155,0.05676007987,0.145278,0.08179675,0.02831808505,0.06691,0.0806735,0.01945043004,0.046576,82.05,38.8497426,93.7,234.375,57.39971145,140.6,714.825,230.5359015,562.5,2625.025,184.5375351,515.6,8789.075,1467.585809,3890.6,0.4570745,0.05743136391,0.140024,82.05,38.8497426,93.7,0.56393875,0.05448051233,0.141891,0.3115345,0.01736458264,0.046779,0.124527,0.03744389639,0.095112,0.00146715825,0.0005793074089,0.001412071
low,capture_20260719202447,5,testing,-86.0325,1.120677808,2.81,339.825,60.92488716,140.7,0.36567575,0.1075937897,0.25025,0.32399825,0.1080344052,0.228608,0.283373,0.09352750841,0.221088,0.19806325,0.085999492,0.226124,0.09492875,0.05265846001,0.145086,0.09963725,0.05087583712,0.131722,58.625,20.30829572,46.9,339.825,60.92488716,140.7,1007.8,276.3229904,750,2554.675,425.1198147,937.5,7394.525,1742.086551,4546.9,0.359001,0.08695244857,0.207785,667.95,548.0219453,1406.2,0.39541525,0.1121948158,0.244382,0.4489975,0.06538975527,0.175152,0.15558725,0.08640231707,0.23716,0.002046100225,0.001942534355,0.0046873698
low,capture_20260719202447,6,testing,-86.0275,1.402682698,3.31,281.25,57.3997169,140.6,0.30340825,0.1670965285,0.460689,0.18727525,0.1358492664,0.355027,0.4644695,0.2019066904,0.544755,0.16688775,0.01874426986,0.049864,0.0987855,0.0445768083,0.110737,0.08258225,0.03428732114,0.08564,58.625,20.30829572,46.9,269.525,69.3237829,187.5,843.75,184.5375368,515.6,2906.25,984.9608381,2390.7,6703.15,2248.305221,5343.8,0.500134,0.1683977256,0.419728,234.375,119.4935642,328.1,0.3973405,0.157204269,0.426614,0.454959,0.2141098161,0.539244,0.14770025,0.06813028441,0.169884,0.00182689595,0.001506830307,0.0036203664
low,capture_20260719202447,7,testing,-86.21,1.090458619,2.92,410.175,38.88742567,93.8,0.248342,0.1887612083,0.496811,0.2165185,0.1870525746,0.487287,0.33481775,0.1396687563,0.34715,0.2449095,0.05480770158,0.136895,0.09515675,0.0107369428,0.027826,0.10859725,0.01264917063,0.034769,58.625,20.30829572,46.9,410.175,38.88742567,93.8,902.325,153.2554465,421.9,3187.525,935.1758695,2343.8,7652.325,2031.727955,5390.6,0.4417595,0.05519837491,0.153912,304.7,150.0673682,375,0.27067525,0.1826591044,0.487392,0.576809,0.1747921362,0.476909,0.15251575,0.01590120694,0.040194,0.000939216275,0.0001486186475,0.0003777152
